Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,job_simp,company_txt,Seniority,Minimum Estimate,Maximum Estimate,City,State,BS Required,AvgSalary,same_state,company_age,python_yn,java_yn,javascript_yn,c/c++_yn,html/css_yn
"Senior Software Engineer, Full Stack (Japanese Bilingual)",$80K-$103K (Glassdoor est.),"DOCOMO Innovations is a R&D arm of NTT DOCOMO in Silicon Valley. We are a cross-functional team focused on Wireless Communication, Network, Cloud and Services.

As the Senior Software Engineer, Full Stack, you must be an exceptional, hands-on engineer with an extensive scope of responsibilities deploying specialized integration capability in complex network environments from network to application. You will must possess a strong technical background that enables them to drive an engagement and interact at the highest levels of mobile telecom companies, as well as having the presence and wherewithal to easily communicate the benefits of cloud computing to the mobile network platform architects, infrastructure architects and engineers, and enterprise security and compliance teams.

BASIC QUALIFICATIONS:
- Must have over 7 years of experience with strong hands-on work experience from frontend to the backend.
Any client-side development experience over Web
Experience of smartphone application with a level of UI design is required.
Excellent knowledge of Java, Spring, REST, Linux and AWS cloud environments
Strong knowledge of Database development
Hands-on experience with DevOps technologies
Excellent communications with other team engineers, management and business partners.
Experience creating and maintaining technical documentation. Primary language is English

The Job Description is intended to be a general representation of the responsibilities and requirements of the job.
However, the description may not be all-inclusive, and responsibilities and requirements are subject to change.",-1.0,"DOCOMO Innovations, Inc.","Palo Alto, CA",Unknown,Unknown,-1,Unknown,Unknown,Unknown,Unknown,Unknown,Full-Stack,"DOCOMO Innovations, Inc.",senior,80,103,Palo Alto, CA,no,91.5,No,-1,No,Yes,No,No,No
.NET Application Developer Intern- Summer,$80K-$103K (Glassdoor est.),"A snapshot of what you would do:

The .Net Application Developer Intern is responsible for the development of internal– and external-facing products written in Microsoft’s .Net Framework. This position will maintain and implement new functionality in applications written in .Net that make use of SQL Server and TFS. The developer will work on a team of developers with similar complimentary skills and will be required to meet deadlines while delivering quality code.
Design, Development& Support of Specific Functionality as Directed by a Team Leader.
Development of new screens and objects in ASP.Net/C# using .NET Core and MVC5.
Development of REST based services including WCF and OData
Writing queries using Linq and Entity Framework 6.0 or later
Unit, Integration, and Systems Testing of components.
Develop and maintain SQL queries, and stored procedures.
Implement build automation
Communication with Team to identify road blocks.
Responsible for the overall security of systems they will be administering including protecting client data and reporting situations which may provide unintentional elevated access. The employee will regularly review corporate policies and will enforce the policies documented in the Apex Corporate Security Standards.
Skills:
Entity Framework 6.0 or later
MVC6 Frameworks
Basic Development Patterns
C#/.NET
WCF, OData, and REST based services
Unit Framework
Strong OO fundamentals and expertise
SQL Server 2012 or later
TFS (Team Foundation Server)
Education and Experience:
Pursuing a Bachelor’s or Master’s Degree in IT, Computer Science, or related field
Experience in build automation
Experience working with Agile Development methodologies
Deadline to Apply: Friday, March 6th, 2020

About Us:

APEX Analytix is the first to bring Cognitive Technology, including IBM Watson®, to the apexportal and AP Recovery Audit industry to drive smarter recoveries, controls, analytics, and working capital. We serve Global 1000 clients on 6 continents, in virtually every country in the world, safeguard $2.6 trillion in disbursements each year, and are fluent in languages covering 98% of global trade. Our apexportal Solutions leverage our massive proprietary database of scored supplier records to recover and prevent overpayments, improve processes, ensure compliant supplier relationships, and optimize working capital.

APEX Culture:

Our culture drives everything! We live our culture of performance, respect, candor and fun—in that order. Performance is measured by delivering value to our clients, generating goodwill, trust and partnership. Sincere respect for each other, our diverse backgrounds and our well-being are our cornerstones. We value open and honest relationships with each other, our clients and our communities. And, life is too short to not have fun! We look for team players who possess the qualities of being humble, hungry, and smart. We recruit candidates who will strive for accountability in performance and career growth, serving fortune 1000 clients in long-term respectful relationships, and working in a diverse and caring environment.",4.2,"APEX Analytix
4.2","Greensboro, NC","Greensboro, NC",201 to 500 employees,1988,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),Unknown,Reg,"APEX Analytix
",junior,80,103,Greensboro, NC,yes,91.5,Yes,32,No,No,No,No,No
Senior Software Engineer,$80K-$103K (Glassdoor est.),"Senior Software Engineer

Salt Lake City, UT, USA

Why Packsize?


www.packsize.com

Ever wonder why the products you order arrive in an oversized box filled with air pillows? Packsize ensures that every product can ship in the smallest box possible. Our custom packaging solutions save time, money, and the environment.

We face interesting challenges every day, and not just with boxes! We are a technology company that understands the importance of being at the front of new and innovative technologies to solve those challenges. Our software drives measurable differences in our customers success. Our solutions are industry leading and used at both small and very large enterprises around the world.

What Engineering Does


We work in a Lean-Kanban environment (without ceremonies) as cross-functional teams who develop new products, services, and features of the Packsize platform for our on-demand box making machines, integration with other systems, optimizing complex workflows, and more. We are highly collaborative with Product Managers, UX, senior management, stakeholders, and our customers. We are continuously looking at the health of our engineering culture and how we can learn and improve. We also investigate new technologies and how we will leverage them to solve problems in new and better ways including IoT, cloud, and stream analytics.

Your Experience


As a Software Engineer at Packsize, you will collaborate on a cross-functional team to help them deliver world-class experiences and value for your customers. You will help drive the direction of the product with a continuous evaluation of the existing systems. You will engage in data-driven decisions and validation of assumptions, architectural decisions, and other technical activities.

We have been using C#, RabbitMQ, and MongoDB and are actively pursuing React, NodeJS, Cosmos DB, Azure or AWS technologies. We are empowered to will learn the problems of our customers and determine the best technical solutions for our platform. We are not concerned if you havent worked with our tech stack as we have a greater preference for these attributes:
You are strong, proactive, and driven to deliver valuable, world-class experiences to your customers.
You understand collaboration across teams is essential to success. We win or lose as a team.
You focus on results over process.
You value and take responsibility for the quality of features and code.
You are able to work with a critical system with quality and reliability.
You recognize and communicate opportunities, not just technical solutions.
You are an excellent communicator. You communicate the vision and priorities of Packsize. You welcome honest and candid feedback.
You assist in the career development of others.
You love to learn and to solve hard problems!
Job Snapshot

Employment type

Full-time
Background

Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
Location

Salt Lake City, UT, USA

About Packsize:


Founded in 2002 and headquartered in Salt Lake City, Packsize is the worlds leading provider of lean packaging systems for businesses with corrugated packaging needs. Consistently recognized by Inc. 5000, ranked by Deloittes Technology Fast 500, and named one of America's Most Promising Companies by Forbes, Packsize delivers Smarter Packaging for a Healthy Planet® through On Demand Packaging®.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities.",3.3,"Packsize
3.3","Salt Lake City, UT","Salt Lake City, UT",201 to 500 employees,2002,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),Unknown,Reg,"Packsize
",senior,80,103,Salt Lake City, UT,yes,91.5,Yes,18,No,No,No,No,No
Lead Software Developer,$80K-$103K (Glassdoor est.),"F4 Tech currently has one opening for a Lead Software Developer in their Tallahassee, Florida office. The chosen applicant would be a key member of the consulting services group.
Responsibilities for the position include:
Code .NET web and windows applications in C#
Code cross platform mobile applications in C# using Xamarin
Collaborate with and mentor both onsite and remote software developers, assigning tasks and priorities
Scope projects for tasks and budgets
System architecture and design
Project management of software development projects
Write software requirements and technical specifications
Requirements for the position include:
5+ years’ experience in software development
Bachelor’s degree in computer science or related field
Familiar with developing web and desktop applications using the Microsoft .NET framework
Familiar with developing cross platform mobile applications using Xamarin
Familiar with MS Visual Studio
Proficient in programming in C#
Prior experience with ASP.NET framework
Prior experience with object-oriented design and development
Prior experience with version control/Team Foundation Server/Azure DevOps
Prior experience with requirements gathering, design and project management
Currently resides and authorized to work in the U.S., and is fluent in English
Applicants with the following credentials will be preferred:
Prior development experience using the ArcGIS Server stack, as well as, ArcGIS JavaScript API and ArcGIS Runtime SDK for .NET/Xamarin
Experience with Azure App Services, SQL Azure, HTML, JavaScript/jQuery, and AJAX
Experience with issue tracking/ticketing systems
Please apply if you’d like to enjoy the benefits of working in a small business. Some of these benefits include creative freedom, seeing the results of your work, flexibility and the chance to be entrepreneurial.
Salary will be based upon experience and qualifications. Benefits include paid vacation and sick leave, medical insurance, disability insurance, flexible spending spending account and 401K retirement plan plus company matching.
Please provide a resume and cover letter with the following:
Three references
Examples of relevant project work
Salary requirements",-1.0,F4 Tech,"Tallahassee, FL","Tallahassee, FL",1 to 50 employees,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown,Reg,F4 Tech,senior,80,103,Tallahassee, FL,yes,91.5,Yes,-1,No,Yes,Yes,No,Yes
Senior Software Engineer – Microservices,$80K-$103K (Glassdoor est.),"Job Description

Why consider OPI, and why do people dig working here?
Variety of consulting; new technologies, projects, and people on a regular basis.
Stability; we’ve been around since 1996 and have a diverse mix of clients and technologies to keep us busy, very busy. And we keep a bench. If you’re not on a project, you’re writing software for our internal business functions or you’re learning new technologies. It’s in our benefit to make our consultants as marketable as possible. That’s good for your career.
No politics or management; we don’t get in the way. Why sit in meetings all day when you can code and be productive?
Awesome benefits; free healthcare for your entire family (yes, free), 24 days of PTO + 10 days of sick time, quarterly profit sharing bonuses, you get paid OT, company trips (to Mexico), 3 company lake cabins/homes, various quarterly company events, new Macbook Pro’s, free beer/soda, chips, candy, and so much more.
You work with the best. Do an Object Partners search on LinkedIn and see the types of talent we hire. You truly get to work with intelligent, passionate engineers that share the same goal of building great software the right way.
Low company overhead. It all means more money back into our consultants pockets (profit sharing) or company trips and events to share in the financial success.

Qualifications

Architecture and design of highly available/scalable backend services.
JVM service frameworks such as Spring Boot.
Reactive libraries such as RxJava, Ratpack, Reactor, Akka and Vert.x.
Automated testing with tools such as Spock, JUnit, and Geb.
JVM languages such as Java, Groovy, Scala and Clojure.
Relational database technologies such as MySQL, Postgres and Oracle.
NoSQL technologies such as Cassandra, DynamoDb, MongoDB and ElasticSearch.
Messaging technologies such as Kafka, RabbitMQ, ActiveMQ and Amazon SQS.
Build tools such as Gradle and Maven.
Experience with microservice metrics, monitoring and logging.
Experience with NodeJS services (Express, hapi, Koa, Serverless).
Cloud based systems such as AWS, Google Compute Engine, Heroku, DigitalOcean.
Passion for software development. Someone that loves what they do, that aren’t just in it for a paycheck. Do you have dev projects going on at home at all times?
Aptitude for learning. New projects, new teams, new technologies means having to adjust and learn all the time. You might get thrown on a Spring or mobile project as well, so having the ability to jump in and get your feet wet without hesitation is important. If you don’t want to grow and learn, we’re not a fit.
Positive, can-do attitude. We can teach the technology, but we can’t teach how to approach client challenges with a positive, helpful demeanor. The best consultants aren’t the most technical (although that sure helps), it’s the consultant that will do whatever it takes to see a client be successful, no matter what they throw at you.",4.7,"Object Partners
4.7","Omaha, NE","Minneapolis, MN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)",Reg,"Object Partners
",senior,80,103,Omaha, NE,no,91.5,No,24,No,Yes,No,No,No
Software Developer,$80K-$103K (Glassdoor est.),"Do you have a passion for software development and keeping innovative solutions up-to-date?
Are you technically skilled and ready to build production solutions that could impact the future of ICCU?
Are you a positive and upbeat person?
If you can answer ""yes"" to these questions, Idaho Central Credit Union may have an opportunity ideally suited for you.
A Software Developer independently designs and writes complex, production level code to bring new concepts and ideas to reality through the agile and waterfall application development methodologies. They research, understand and solve member and credit union needs through the work of discovery and software code development that results in fulfillment of credit union mission for our members. They will research and maintain a working knowledge of emerging technologies, trends and developments across the industry as well as emerging trends in software development practices and languages. They will also design, code, test, deploy and support software solutions through the software development lifecycle.

Independently designs and writes complex code to create applications and solutions for server and client side production level systems using standard industry languages, IDEs and tools.
Researches new solutions and writes code from scratch to prototype new concepts for potential production level implementation.
Writes complex code that deploys to: Servers, clients, mobile platforms, core systems, hosted platforms and other systems.
Independently researches and presents findings with recommendations to leverage current capabilities, existing software services and emerging technologies in new ways
Analyzes, writes and converts user stories into detailed work requirements, plans out and writes code to implement defined requirements in connection with sponsor and stakeholder vision.
Maintains a working knowledge of current and trending software development languages, IDEs and methodologies for use in current and future efforts in support of the credit union mission.
Conducts regular code reviews of peer and junior developers work to assure quality code is being created with detection and correction of issues and security gaps.
Participates in production level code release cycles and procedures
Designs, writes, tests and deploys code to production systems following standard software development lifecycle methodologies and provides maintenance/support as needed.
Coaches and mentors junior level developers providing support and guidance as needed.
Leveraging innovation practices, assists in reviews of all internally existing solutions and seeks to improve them through writing code that solves problems and corrects issues discovered.
Assists in creating architecture solutions proposals for gaps and new services.
Participate in weekly meetings with the IT team to discuss progress, current and upcoming development projects, and issues that need to be resolved.
Maintain awareness - and regular sharing - of emerging technology and trends that are now or will in the future impact our members and business
Complete miscellaneous tasks and projects as requested.

Bachelor’s degree in Computer Science, Computer Information Systems, Computer Engineering or Information Systems (or related field) required. 5-10 years of experience required designing and writing code in multiple development languages from among the following to create production level code and solutions. Proficiency in Java or C like development languages including Java, Groovy, Apex, JavaScript, Python, C/C++, C#, or Swift. Additional experience in SQL, JSON/XML, HTML5, AngularJS, or NodeJS. Basic knowledge of cloud-based architectures and environments including Amazon AWS and/or Microsoft Azure. Working knowledge of or exposure to Microservices, docker, Swagger API toolkit, Postman, and scripting is a plus. Basic knowledge of networking protocols, topologies, and operations. Knowledge of IT security principles and protection mechanisms is a plus. Experience working within agile development methodologies to create production ready applications required. C Programming Language Certified Professional or Oracle Certified Professional (java) certification (or equivalent) preferred. Ability to prioritize, meet deadlines, and manage changing priorities with limited direction. Creative problem solving skills with new concepts and ideas formed for consideration. Willingness to work occasionally outside of normal business hours. Excellent English oral and written communication skills. Demonstrated ability to work independently, as well as part of a project team in a cooperative effort. Technical experience with enterprise systems, software development life cycle, application development, database design, and user support. Ability to create, adapt, integrate and present prototypes/software to solve problems and enable new opportunities. Ability to combine and improve existing applications, processes and programs and work within existing policies and procedures. Ability to maintain the confidentiality of the Credit Union and member records at all times.
Build quality solutions through application development and innovation research. Conduct technical (sometimes complex) research with resulting solution and prototype creation. Make Recommendations based on analysis of data, technical condition and overall systems for new and innovative approaches to solving member and business problems. Build and deploy production level solutions for member use. Must be willing to comply with the Bank Secrecy Act and USA Patriot Act as implemented by Idaho Central Credit Union.
Perform tasks requiring manual dexterity (processing paperwork, filing, stapling, sorting, collating, typing, counting cash, etc.). Sit for extended periods of time. Lift 20-40 pounds of applicable supplies including but not limited to copy paper, cash drawers, marketing material, etc. Repetitive motion using wrists, hands, and fingers. Reach keyboards. Ability to operate basic office machines (calculator, computer, telephone, copy machine, fax machine, etc.). The above statements reflect the general details considered necessary to describe the essential functions of the job and should not be construed as a detailed description of all the work requirements that may be inherent of the job.
(Keywords: Bank, Banking, Software, Developer)
Must be eligible for membership at Idaho Central Credit Union to obtain employment.
Idaho Central Credit Union is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, age, disability, protected veteran status or other characteristics protected by law.
Idaho Central Credit Union is a dynamic financial institution that is focused on helping our members achieve financial success. Established in 1940 we have become the largest and fastest growing financial institution in the state of Idaho. ICCU was voted for large companies the Best Place to work in Idaho. We have also been named by S&P Global Market Intelligence as the top performing credit union in the nation. We are a talent based organization looking for talented individuals to help our members achieve financial success.",4.3,"Idaho Central Credit Union
4.3","Chubbuck, ID","Chubbuck, ID",1001 to 5000 employees,1940,Nonprofit Organization,Banks & Credit Unions,Finance,$50 to $100 million (USD),"Wells Fargo, Chase, U.S. Bank",Reg,"Idaho Central Credit Union
",unspecified,80,103,Chubbuck, ID,yes,91.5,Yes,80,Yes,Yes,Yes,Yes,Yes
Software Developer in Test (SDET),$80K-$103K (Glassdoor est.),"IBT Apps is a financial software service provider. We work with a variety of Microsoft technologies and are always looking to stay abreast with the latest changes. We use Azure DevOps and are moving our application suites to Azure as it becomes feasible.

Are you an SDET looking to mix it up? We are looking for someone that can take their SDET knowledge and apply it while helping the feature developers to learn to incorporate test. Likewise, we want you to learn and develop features. If this sounds like something that would interest you, please keep reading.

We need someone with a passion for developing solid, effective software that deploys easily, works consistently, and gives the end-user an effective solution. This means someone that knows how to build effective testing into the Dev-Ops pipelines. The right person for this role will have a proven track record of enhancing a team’s ability to produce effectively and will be driven to succeed in delivery.

WHAT YOU’LL DO:
Bring automated testing into the pipeline
Develop test plans, start to finish
Train other developers in testing methodologies and help them become self-sufficient in developing test plans and implementing automation
Work the manual testing to isolate automation potential
Work with feature stories as part of the development team
Contribute to the architecture and design of systems as we continue to move more components to the Azure PaaS environment
Increase team efficiency by removing roadblocks and providing a healthy culture for development
WHAT TO BRING:
Proven success in Microsoft development stack
Experience working on a high performing development team
Excellent communication skills
6+ years software experience (3 in test automation)
Ability to understand, explain and debug both development and architecture solutions
Development experience in C#, .NET/.NET Core, Azure, MS-SQL
NICE-TO-HAVES:
Experience using Azure DevOps
IBT Apps is proud to be an Equal Opportunity Employer and Drug-Free Workplace!",3.6,"IBT Apps
3.6","Cedar Park, TX","Cedar Park, TX",51 to 200 employees,1999,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Unknown,Reg,"IBT Apps
",unspecified,80,103,Cedar Park, TX,no,91.5,Yes,21,No,No,No,No,No
Software Development Engineer – Mobile Platform Middleware,$80K-$103K (Glassdoor est.),"Software Development Engineer – Mobile Platform Middleware
Location


WA, Seattle

Division


Product Development

Requisition ID

1012

Apply Now

Software Development Engineer – Mobile Platform Middleware

Zonar’s applications ensure the safety and effectiveness of school buses, freight and vocational vehicles. Join the team that develops the applications that provide compliance and safety information for tens of thousands of vehicles and drivers, plus their fleet managers and dispatchers.

The ideal candidate for this role is a self-starter familiar with middleware development and Google Cloud Platform, who is eager to learn more and own things. If you love to build robust, scalable services, and you’d like to shape the platform at the heart of Zonar’s mobile offerings, reach out!

WHAT YOU WILL DO
Implement and deploy services on the Google Cloud Platform.
Maintain and improve Zonar’s existing service infrastructure.
Migrate legacy systems to the cloud.
Work in a fast-paced Scrum environment in a pod of 4-8 developers and designers delivering complete features for end users.
Participate in the on-call support rotation for services Mobile Platform owns, while building up Zonar’s runbooks and support infrastructure.
Follow software engineering best practices in code, architecture, and testing.
WHAT YOU WILL BRING TO THE TEAM
Solid foundation in data structures, algorithms and software design, with strong analytical and debugging skills.
Knowledge of Python development
Exposure to SQL and NoSQL databases
Familiarity with deploying and maintaining scalable services in the cloud.
Ability to navigate ambiguous requirements through communication and iteration, creating clarity for yourself and those around you
Ability to work well with others, learn on the job, and thrive in a dynamic work environment.
Excellent verbal and written communication skills.
Bonus points for familiarity with Kubernetes, Google Cloud Platform, and CI/CD.
ABOUT US

Founded in 2001, Zonar has pioneered smart fleet management technology by providing innovative technology that has changed fleet operations in the vocational, pupil and commercial trucking industries. With a unique focus on this field, the Company offers a complete suite of solutions and specialized platforms for our customers in multiple markets. Our patented, award-winning technology keeps fleet owners and managers connected to their fleets and drivers to dispatchers. Zonar has a proven history of continuous innovation on behalf of our customers, providing products that efficiently and easily track commercial fleets and assets, streamline reporting and significantly increasing safety while saving cost. Leveraging a portfolio of 150+ patents, we are building upon these data and related analytics services to create the next generation of software and services for the 15M target customers in the US alone.

Headquartered in Seattle and majority-owned by technology company Continental, Zonar has a Technology Development Center in downtown Seattle, a regional office in Cincinnati, and a distribution center outside of Atlanta. Our culture is based on ingenuity, leadership, teamwork, excellence, passion, integrity, and fun! Our company has grown to over 350 employees who are goal-oriented and fast-paced but understand the importance of having a healthy work life balance. This is an excellent opportunity to work for a fast-paced, growing, innovative company, make a big impact on a rapidly evolving space, and have fun along the way.",3.3,"Zonar Systems
3.3","Seattle, WA","Seattle, WA",201 to 500 employees,2001,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Unknown,Mobile,"Zonar Systems
",unspecified,80,103,Seattle, WA,no,91.5,Yes,19,Yes,No,No,No,No
Software Engineer,$80K-$103K (Glassdoor est.),"We’re looking for great engineers with diverse backgrounds. We need people that can fill hybrid roles with different emphases on the wide context of product development. We don’t have predefined positions: instead, we invite you to come talk to us about your skills, experience, ambitions, and dream role. We hope to find exceptional people to do exceptional work with us, and we believe it’s important that we define your role and path to our mutual growth together.
Reaktor is a hybrid partner for all things future. We reimagine businesses, and we design and build tomorrow’s digital products. Our full range of consultancy and agency services include expertise from high-level business consulting, to hands-on service and product design and development, to branding and marketing.
We believe in technology-agnostic product thinking, defined only by finding meaningful solutions to challenging problems. Your passion should be the same as ours: unmatched execution of those solutions. We structure, create, iterate, and reinvent, delivering tangible value faster than anyone in the world.
What we can offer you:
Hybrid, completely autonomous teams, filled with experts in everything from design, to data science, to business consulting, to content.
A community of amazing people who you will learn from and will learn from you.
Experimentation and continuous improvement of our skills and ways of working.
A dedication to constant evolution (and the occasional revolution).
A world without rigid hierarchy—big ideas can come from anyone and anywhere.
Endless fun!
What you’ll bring:
Exceptional technological competence.
Ability to make things, and to make things happen.
Compassion for people—both those around you, and those who will use what we build.
Drive to work on complex problems at any part of the project, from type system nuances to organizational dynamics.
A vision and commitment to the future of work: being truly lean and agile and human-centered, and leaving yesterday’s pointless rituals behind.
Readiness to be responsible for your work, development, and career path. Don’t worry: we’ll have your back in whatever you want to achieve, but the end goal is yours to define.
6+ years of real-world experience in building digital products and services.
Authorization to work in the United States.
Think Reaktor sounds like home? Great. Introduce yourself via our careers page.
We invite you to share details of any open source projects, your GitHub profile, and most importantly, your personality. Be original, not official.
We are an Equal Employment Opportunity (EEO) employer and do not discriminate on the basis of race, color, national origin, religion, gender, age, veteran status, political affiliation, sexual orientation, marital status or disability.",4.9,"Reaktor
4.9","New York, NY","Helsinki, Finland",501 to 1000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Unknown,Reg,"Reaktor
",unspecified,80,103,New York, NY,no,91.5,No,20,No,No,No,No,No
Software Engineer,$80K-$103K (Glassdoor est.),"The customer journey starts with a question. And consumers expect answers. Yext puts businesses in control of their facts online with brand-verified answers in search. By serving accurate, consistent, brand-verified answers to consumer questions, Yext delivers authoritative information straight from the source — the business itself — no matter where or how customers are searching. Taco Bell, Marriott, Jaguar Land Rover, and businesses around the globe use the Yext platform to capture consumer intent and drive digital discovery, engagement, and revenue — all from a single source of truth. Yext's mission is to provide perfect answers everywhere.

The Consulting Group works with Yext's largest clients to deliver highly customized and integrated products! Our team includes Project Management, Creative, and Software Engineering resources that work together to deliver end-to-end solutions. We take pride in our ability to tackle a wide breadth and depth of challenges and keep pace with the ever-changing needs of our clients. We are looking for Consulting Software Engineers to help us build custom web and backend solutions for our enterprise clients. Our team features a Scrum development process with one-week sprints, peer code reviews and individual ownership of projects from kickoff to delivery. You will work alongside engineers from the top universities and tech companies in the world, hands-on with the code from day one.

Responsibilities
Build, modify and maintain web applications with HTML/CSS/Javascript, ensuring compatibility across multiple browsers and platforms
Advise engineering & business stakeholders on best practices, compatibility issues and tradeoffs
Augment development tooling to improve software quality, iteration speed, and maintainability using modern technologies like Grunt, Webpack, SASS, and more
Bridge the gap between engineering and product, working equally well with Designers and Project Management
Write clean, tested, and well-structured code
Minimum Requirements
BS or above in Computer Science, a related field, or similar college level education
Comfortable with a variety of frontend technologies: HTML, CSS, and JavaScript
Ability to easily move between backend and frontend technologies
Openness to new technologies and creative solutions
Comfortable working within a fast-paced high growth startup environment
Preferred Requirements
Familiarity with node.js, Go and Java
Contribution to open source projects
Compensation, Benefits & Perks

Yext offers the following exceptional benefits: competitive compensation, 401k, unlimited snacks, daily meal allowance, flexible hours/paid time off, and excellent health/dental/vision insurance. We treat our employees well and offer tremendous growth opportunities. Challenging work pushes our people to be creative in a casual environment that is caring, fun, and collaborative. We believe that when you have smart, happy people working together you can produce something special.

About

Yext has been named a Best Place to Work by Fortune and Great Place to Work®, as well as a Best Workplace for Women. Yext is headquartered in New York City with offices in Amsterdam, Berlin, Chicago, Dallas, Geneva, London, Miami, Milan, Paris, San Francisco, Shanghai, Tokyo and the Washington, D.C. area.

Yext is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ethnicity, religion, creed, national origin, ancestry, genetics, sex, pregnancy or childbirth, sexual orientation, gender (including gender identity or nonbinary or nonconformity and/or status as a trans individual), age, physical or mental disability, citizenship, marital, parental and/or familial status, past, current or prospective service in the uniformed services, or any characteristic protected under applicable law. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.

#LI-TN1",4.2,"Yext
4.2","Washington, DC","New York, NY",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Unknown,Reg,"Yext
",unspecified,80,103,Washington, DC,no,91.5,No,14,No,Yes,Yes,No,Yes
Software Engineer III,$80K-$103K (Glassdoor est.),"Valorem Reply is seeking a senior level Software Engineer with a passion for using technology to engineer solutions that creatively solve problems to deliver business value. Qualified candidates will have a robust background developing modern software applications. The role requires a broad and deep capability to map a client's problem domain to a fully developed end state solution. Our clients’ needs require technically strong consultants who are resourceful, communicate well, and have good problem solving skills. The successful candidate will have a solid understanding of modern application development techniques and frameworks and good experience using the Microsoft technology stack for development. As part of a team that provides project based consulting, you will have the opportunity to work in multiple industry verticals, working on multiple teams and projects.
As a Software Engineer you will be part of a team of talented developers, business analysts, QA analysts and Project Managers building solutions for Fortune 500 and Fortune 1000 Clients. You will participate in the development life cycle including development, testing, and implementation. You will work hand-in-hand with the Business Analysts and Project Managers to understand the business requirements and build a software solution. As a Software Engineer you will have the opportunity to work on a multiple projects with talented Architects and Engineers, learning and implementing solid development practices.
Required Skills:
Strong experience (5+ years) with C#. Development, diagnosing and debugging. Including:
Classes, Interfaces, Delegates and Events
Generics, Anonymous methods and lambda expressions
Exceptions, transactions and error handling
.NET Framework 3.5 and higher
Strong experience (3+ years) with web service development (WCF, WebAPI)
Some experience (3+ years) with Entity Framework and LINQ
Experience developing web based interfaces.
ASP.NET Web Forms and MVC
JavaScript. jQuery or other frameworks. AJAX and single page applications.
HTML4, HTML5, CSS3
Experience with Microsoft Azure, including:
Cloud Services (web roles and worker roles)
SQL Azure, BLOB and Table storage
Service Bus, Queues and Topics
Azure Management, including deployments, configuration and the SDK
Strong understanding and implementation of software design patterns, including:
Basic OO concepts such as encapsulation and abstraction
SOLID principals such as single responsibility, dependency injection and interface driven design.
Strong experience (3+ years) with database development in SQL Server 2008 R2 or higher, including:
T-SQL
Tables and Views
Procedures and Functions
Strong knowledge and experience with software modelling and diagramming
Reference Architecture
Use Case, Process Flow, Call Chain diagrams (UML or other)
Entity Relationship diagrams
Logical layer, physical layer diagrams
Strong experience with Team Foundation Server, including source control, build and task management
Proficient with common office applications, including: MS Office 365 (Word, Excel, Outlook, Lync)
Creativity, capacity and a conviction to innovate and deliver best-in-class solutions
Strong collaboration skills, works well with ambiguity, works well across roles and groups
Ability and willingness to take the initiative to facilitate teamwork and serve the client needs first
Interested in learning new technologies, creative, open-minded and a great team player
Ability to instrument, profile, debug, and optimize server and client code to resolve complex issues with distributed systems
Adept at task switching to handle varying workload, while meeting tight deadlines
Bachelor's Degree in Computer Science or Equivalent Experience",3.7,"Valorem Reply
3.7","Kansas City, MO","Kansas City, MO",201 to 500 employees,2009,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Unknown,Reg,"Valorem Reply
",unspecified,80,103,Kansas City, MO,yes,91.5,Yes,11,No,Yes,Yes,No,Yes
